Date,Open,High,Low,Close,rsi,ema_fast,ema_slow,volatility,target
2003-12-22,7.008,706,7.002,7.011,5.343.246.414.831.300,6.983.628.459.089.690,6.913.318.086.994.090,16.314.482.554.134.500,0
2003-12-29,7.011,7.085,6.999,7.038,551.797.955.904.965,6.990.877.997.877.730,6.919.117.245.738.550,15.963.858.273.773.800,0
2004-01-05,7.037,7.058,6.923,6.954,4.901.748.902.770.720,6.985.960.931.494.030,6.920.739.699.425.130,16.389.305.732.575.900,0
2004-01-12,6.954,6.962,6.869,6.878,44.207.159.657.684.800,6.971.566.140.628.160,6.918.751.806.428.610,16.352.615.137.668.000,0
2004-01-19,6.875,6.949,6.873,6.891,4.519.784.521.624.800,696.082.398.854.441,6.917.461.024.734.250,15.943.702.240.183.300,0
2004-01-26,6.893,6.929,6.819,6.832,415.885.341.209.982,6.943.647.456.738.480,6.913.486.093.351.270,16.082.768.879.457.400,0
2004-02-02,6.834,6.886,681,6.856,4.356.284.532.362.970,6.931.961.129.173.350,6.910.812.321.567.490,15.673.520.595.077.200,0
2004-02-09,6.857,6.876,6.726,675,3.752.936.348.203.070,6.907.699.645.283.570,6.903.332.678.703.880,1.636.983.644.019.090,1
2004-02-16,6.753,6.776,6.698,6.725,3.625.402.112.978.480,6.883.339.692.579.090,6.895.038.135.508.350,1.608.553.529.077.800,0
2004-02-23,6.723,6.762,6.653,6.684,342.013.143.744.322,6.856.761.066.901.880,6.885.222.408.275.410,16.193.018.752.631.700,0
2004-03-01,6.685,6.737,6.608,6.696,3.535.500.067.590.130,6.835.326.257.981.630,6.876.421.366.030.040,16.385.515.717.845.200,0
2004-03-08,6.696,6.844,6.669,6.785,4.329.604.007.110.700,682.861.609.025.075,6.872.169.209.470.500,1.685.784.158.550.360,0
2004-03-15,6.788,682,6.688,6.692,38.037.852.964.631.300,681.040.061.155.065,686.378.924.623.932,17.280.184.410.483.100,0
2004-03-22,6.692,6.734,6.636,6.679,37.354.915.860.473.000,6.792.880.530.010.560,6.855.194.397.577.020,17.125.178.309.139.400,0
2004-03-29,6.679,0.67,6.612,6.621,34.388.404.193.657.600,6.769.963.126.009.150,6.844.301.634.899.020,16.990.612.737.045.000,1
2004-04-05,6.621,665,6.556,659,3.288.520.267.911.070,6.745.968.042.541.260,6.832.473.651.880.460,16.870.073.814.390.600,1
2004-04-12,6.592,6.711,6.546,6.679,408.758.682.417.364,6.737.038.970.202.430,6.825.335.342.490.670,17.220.918.696.969.600,1
2004-04-19,6.679,6.723,6.627,6.658,3.967.553.607.066.130,6.726.500.440.842.100,6.817.552.303.305.060,1.707.120.014.270.460,1
2004-04-26,6.659,6.762,6.623,6.741,4.637.781.424.929.830,6.728.433.715.396.490,6.813.991.731.058.310,17.129.512.971.280.800,0
2004-05-03,6.736,6.796,6.636,6.657,4.136.843.464.835.890,6.718.909.220.010.290,680.668.979.007.886,17.823.457.694.502.600,1
2004-05-10,6.654,6.764,6.638,6.756,4.843.730.285.100.350,6.723.854.657.342.250,680.433.212.542.403,17.639.979.831.049.100,0
2004-05-17,6.756,6.814,6.695,6.701,4.517.846.995.066.050,6.720.807.369.696.620,679.952.598.005.547,17.782.891.131.402.300,0
2004-05-24,6.702,6.735,665,6.665,4.313.289.569.269.980,6.713.366.387.070.400,6.793.268.957.727.300,1.751.281.743.789.360,0
2004-05-31,6.665,6.685,6.629,6.681,4.433.914.144.574.680,6.709.050.868.794.350,6.788.047.145.739.990,16.821.669.840.980.700,1
2004-06-07,6.679,6.709,6.543,6.582,38.848.214.770.609.700,6.692.110.752.955.100,6.778.463.557.566.030,17.656.514.419.181.100,1
2004-06-14,6.578,6.662,6.546,6.598,40.138.470.061.241.800,6.679.562.652.561.090,6.770.069.903.725.750,17.611.368.301.992.500,1
2004-06-21,6.599,6.693,6.584,6.658,44.838.678.536.740.700,6.676.687.632.219.610,6.764.857.350.064.090,17.375.418.451.863.500,0
2004-06-28,6.658,6.731,6.647,6.722,49.402.337.375.996.400,6.682.729.281.256.990,6.762.863.984.944.830,16.873.294.179.906.000,0
2004-07-05,6.721,6.723,6.655,6.665,4.577.036.567.228.570,6.680.365.377.089.390,6.758.312.171.691.580,16.530.807.900.603.000,0
2004-07-12,6.667,6.684,6.629,6.639,44.175.019.677.269.100,6.674.849.993.477.470,6.752.762.768.357.090,16.001.891.964.664.900,1
2004-07-19,664,6.685,6.596,6.602,41.934.958.979.901.300,6.665.136.661.013.810,6.745.750.546.573.040,1.590.508.601.067.140,1
2004-07-26,6.602,6.647,6.581,6.611,4.269.614.766.230.050,6.657.918.439.545.300,6.739.483.079.290.570,1.546.199.961.051.800,1
2004-08-02,6.614,6.675,6.574,666,46.786.298.360.139.500,6.658.195.980.939.260,6.735.786.191.881.710,1.533.516.336.901.270,1
2004-08-09,666,6.725,6.648,6.712,5.079.972.191.189.130,6.665.369.850.147.360,6.734.679.857.375.580,1.494.890.222.723.820,1
2004-08-16,6.712,6.781,6.686,6.766,5.462.678.951.624.870,6.678.787.203.461.040,6.736.136.608.195.320,14.773.250.841.813.100,1
2004-08-23,6.769,6.781,6.682,6.709,5.018.894.180.661.560,6.682.815.576.332.900,6.734.874.440.372.280,14.888.588.862.979.300,1
2004-08-30,6.707,6.814,6.699,6.794,55.937.566.427.028.300,6.697.640.166.155.180,6.737.624.466.401.480,1.486.120.163.655.390,1
2004-09-06,6.793,685,676,6.828,5.802.436.317.333.980,6.715.021.477.334.490,6.741.827.979.592.110,14.672.473.124.777.300,1
2004-09-13,683,6.853,6.778,679,5.489.515.095.093.770,6.725.018.613.689.890,6.744.068.538.680.850,14.489.663.417.291.600,1
2004-09-20,679,6.866,6.785,0.68,55.574.138.145.519.200,6.735.016.131.864.570,6.746.670.001.998.020,14.285.741.489.961.400,1
2004-09-27,0.68,2.2335,6.781,6.895,6.150.302.596.136.780,6.756.347.314.282.630,6.753.569.071.672.530,17.421.381.485.250.700,1
2004-10-04,6.896,6.924,6.863,6.912,6.246.828.912.424.290,6.777.101.005.711.610,6.760.937.952.059.850,1.620.024.728.660.770,1
2004-10-11,6.915,6.923,685,6.916,6.270.524.238.023.940,6.795.620.871.616.730,6.768.150.140.336.140,15.109.780.841.376.300,1
2004-10-18,6.916,6.964,6.889,6.953,6.491.197.473.120.120,6.816.604.755.401.160,6.776.747.808.227.480,14.032.896.138.218.400,1
2004-10-25,6.953,6.976,6.929,6.965,656.224.372.347.508,6.836.390.788.014.340,6.785.503.724.123.870,13.056.296.267.433.300,1
2004-11-01,6.965,7.001,6.896,6.985,6.682.799.329.958.600,6.856.205.349.612.430,6.794.782.620.676.250,12.196.363.079.402.300,0
2004-11-08,6.984,7.012,694,6.993,6.732.164.113.946.940,6.874.444.636.330.770,680.400.203.366.806,11.385.781.183.480.700,0
2004-11-15,6.996,703,6.978,701,6.839.787.200.227.520,6.892.518.684.820.000,6.813.583.334.427.680,10.599.857.159.252.600,0
2004-11-22,7.009,703,6.984,7.013,6.859.443.817.786.080,6.908.582.860.177.330,6.822.858.528.175.230,9.885.365.779.090.760,1
2004-11-29,7.013,7.029,6.836,6.917,5.648.646.342.458.890,6.909.705.145.487.020,6.827.237.201.283.360,9.505.967.829.921.370,1
2004-12-06,6.917,6.945,6.869,6.913,5.604.257.468.892.300,691.014.445.942.209,6.831.226.168.665.530,8.910.604.587.984.950,1
2004-12-13,6.915,6.932,6.841,6.855,4.991.720.022.521.540,6.902.791.864.832.470,6.832.331.928.262.480,8.438.961.380.823.380,1
2004-12-20,6.852,7.055,6.848,7.028,62.931.534.678.541.800,6.919.486.282.854.810,6.841.432.768.808.410,7.853.667.406.415.920,0
2004-12-27,7.028,7.105,702,7.072,6.539.456.063.430.170,6.939.821.445.140.830,685.215.682.607.314,73.331.697.329.487,0
2005-01-03,7.074,7.094,6.971,6.983,57.126.161.392.677.500,6.945.578.585.788.720,6.858.242.555.092.990,7.021.974.719.915.420,0
2005-01-10,6.983,7.034,6.968,0.7,5.821.299.889.305.430,695.283.477.435.023,6.864.835.924.623.550,6.571.916.766.318.390,0
2005-01-17,7.003,7.038,6.914,6.943,53.331.361.316.477.800,6.951.523.471.103.530,6.868.471.463.013.150,628.016.322.436.754,0
2005-01-24,6.945,6.963,6.894,6.904,5.022.777.428.108.820,6.945.187.008.289.720,6.870.123.953.105.560,5.935.909.332.769.710,0
2005-01-31,6.902,6.946,685,686,46.910.908.797.546.500,6.933.828.740.517.760,6.869.653.071.565.770,56.472.275.555.471.400,1
2005-02-07,6.861,6.906,6.845,6.889,4.928.788.928.551.340,6.927.851.575.115.390,6.870.552.928.702.240,5.285.027.408.121.580,1
2005-02-14,6.894,6.925,6.858,6.899,50.117.276.184.652.400,6.924.004.698.433.340,6.871.876.048.297.490,49.697.802.951.685,1
2005-02-21,6.899,6.962,6.876,6.902,5.037.946.422.133.130,692.107.073.864.223,6.873.277.162.330.160,4.701.791.254.427.050,1
2005-02-28,0.69,6.907,6.855,6.879,48.284.106.505.957.100,6.915.461.306.823.260,6.873.543.340.826.430,4.434.541.171.834.790,0
2005-03-07,6.878,6.995,673,6.988,5.733.961.335.855.920,6.925.133.132.580.160,6.878.866.906.369.390,4.324.430.793.336.230,0
2005-03-14,6.985,6.995,6.923,6.932,5.227.518.404.235.280,6.926.048.714.902.800,6.881.338.213.049.880,4.122.172.440.337.110,0
2005-03-21,6.932,696,6.914,6.924,5.157.438.029.475.160,6.925.775.552.915.760,6.883.322.482.210.350,3.879.608.108.787.440,0
2005-03-28,6.925,6.937,684,6.861,46.309.307.527.027.500,6.917.138.812.526.990,688.228.422.722.383,3.736.557.406.127.540,0
2005-04-04,6.857,6.883,6.825,686,4.622.863.501.809.350,6.909.520.304.190.060,6.881.247.751.539.000,3.530.557.733.493.690,0
2005-04-11,6.862,6.869,6.782,6.817,4.277.776.569.938.140,689.718.426.363.139,687.825.948.402.556,33.902.128.991.907.500,0
2005-04-18,6.818,6.855,6.794,6.808,4.206.990.514.322.910,6.885.293.028.480.530,6.874.991.601.047.620,3.216.216.817.810.810,1
2005-04-25,681,6.818,6.731,6.746,3.747.001.607.416.780,6.866.720.624.683.130,6.868.991.991.696.570,31.060.528.275.330.100,1
2005-05-02,6.742,6.829,6.735,6.776,408.406.638.052.434,6.854.624.541.392.040,6.864.666.782.780.450,29.705.116.890.389.400,0
2005-05-09,6.776,6.846,6.775,6.817,4.518.915.720.105.570,6.849.607.935.873.100,6.862.449.723.116.240,2.816.136.482.994.840,0
2005-05-16,6.817,6.897,6.812,6.871,50.364.104.923.287.300,6.852.460.211.090.020,6.862.847.410.413.160,2.682.795.509.693.810,0
2005-05-23,6.871,6.903,6.856,6.868,50.081.209.142.119.800,685.453.218.294.469,6.863.087.065.742.780,25.411.363.602.668.700,0
2005-05-30,6.869,6.881,6.723,6.741,398.710.937.593.047,6.839.394.558.552.060,6.857.408.597.568.700,25.715.008.242.743.400,1
2005-06-06,6.741,6.753,6.661,6.685,3.635.183.520.780.280,681.880.861.741.179,6.849.389.593.030.620,25.061.259.935.210.300,1
2005-06-13,6.684,6.726,6.629,6.685,3.635.183.520.780.280,6.800.967.468.423.550,6.841.743.565.447.800,24.307.605.456.453.200,1
2005-06-20,6.685,6.702,6.612,6.639,33.532.192.098.076.000,6.779.371.805.967.070,6.832.313.632.171.160,23.696.043.425.140.000,1
2005-06-27,6.639,6.796,6.624,6.772,4.646.239.243.090.860,67.783.888.985.048,68.295.083.469.539,2.338.552.041.909.500,1
2005-07-04,6.767,6.894,6.753,6.883,54.430.015.800.872.400,6.792.337.045.370.820,6.831.996.330.816.500,22.828.165.413.912.600,1
2005-07-11,6.884,691,684,687,53.427.163.418.197.700,680.269.210.598.805,6.833.763.943.336.670,21.965.496.081.009.400,0
2005-07-18,6.867,6.988,6.863,6.934,57.571.695.731.480.500,6.820.199.825.189.640,6.838.426.085.507.050,2.149.592.540.890.590,0
2005-07-25,6.933,6.975,6.865,6.909,5.549.422.299.526.230,6.832.039.848.497.690,6.841.708.593.157.890,21.169.961.625.722.100,0
2005-08-01,6.906,709,6.875,6.945,57.852.759.653.747,6.847.101.202.031.330,6.846.512.844.638.920,21.767.175.186.027.800,0
2005-08-08,6.945,6.955,684,6.857,50.770.060.729.952.900,6.848.421.041.760.480,6.847.000.619.306.870,21.669.716.157.321.200,0
2005-08-15,6.858,686,6.765,6.768,44.796.772.833.924.000,6.837.698.236.192.420,6.843.326.171.897.250,2.138.910.173.906.370,0
2005-08-22,6.771,6.829,6.764,6.817,48.396.547.217.240.900,6.834.938.471.366.760,6.842.101.698.785.750,20.399.617.839.956.700,0
2005-08-29,6.818,6.851,6.784,6.812,48.052.210.926.117.800,6.831.880.008.517.860,6.840.701.619.772.460,19.658.947.787.463.300,1
2005-09-05,6.815,682,6.733,6.734,429.217.633.300.005,6.818.829.340.715.480,6.835.738.753.736.530,19.389.004.415.403.700,1
2005-09-12,6.733,6.787,3.375,6.744,43.750.940.295.274.200,6.808.852.095.286.750,6.831.471.834.958.090,5.411.532.181.551.080,1
2005-09-19,6.746,67.975,6.722,6.785,47.141.416.800.910.900,6.805.671.815.915.180,6.829.310.354.262.360,507.411.147.932.358,0
2005-09-26,6.785,6.839,6.774,682,4.991.669.984.084.830,6.807.582.240.459.820,6.828.877.314.529.230,4.755.571.879.280.850,0
2005-10-03,682,6.891,6.769,689,5.500.497.869.667.640,6.818.571.275.065.180,6.831.720.230.132.520,4.497.501.584.252.960,0
2005-10-10,689,6.899,6.808,6.837,50.796.955.165.240.100,6.821.028.438.389.820,6.831.965.800.824.030,4.303.696.451.049.310,0
2005-10-17,6.834,6.867,6.739,6.759,4.530.388.640.878.630,6.812.757.979.937.840,6.828.572.042.646.170,417.767.679.354.209,1
2005-10-24,676,68.235,6.748,6.795,4.809.379.036.083.630,6.810.390.249.279.460,6.827.010.552.290.530,3.938.083.956.881.770,1
2005-10-31,6.793,6.816,6.738,6.751,4.506.801.897.936.630,6.802.471.549.375.530,6.823.475.177.765.390,37.631.530.390.328.500,1
2005-11-07,6.751,6.774,6.704,6.733,4.385.254.294.719.490,6.793.208.676.125.460,6.819.267.029.962.350,35.779.593.066.627.100,0
2005-11-14,6.733,6.865,6.718,6.857,5.321.371.731.650.730,6.801.714.185.975.400,6.821.022.051.824.570,3.415.437.823.213.820,0
2005-11-21,6.856,6.876,6.808,6.831,51.283.037.184.903.000,6.805.618.961.178.680,6.821.486.142.437.380,32.546.536.064.485.700,1
2005-11-28,6.832,6.866,6.745,6.763,4.652.832.338.559.530,6.799.936.433.021.520,6.818.765.856.742.620,31.803.616.760.678.100,1
2005-12-05,6.763,6.796,6.721,6.732,44.502.629.667.027.900,6.790.878.241.951.980,6.814.730.235.498.770,3.046.369.346.810.600,1
2005-12-12,6.731,6.798,672,679,4.897.833.975.573.430,6.790.761.143.025.050,6.813.579.991.987.200,2.886.661.684.783.050,1
2005-12-19,679,68.535,6.748,6.838,5.239.968.790.881.230,6.797.059.657.288.380,6.814.715.806.313.380,27.718.592.206.973.600,1
2005-12-26,6.841,6.902,682,6.874,54.845.321.466.537,6.807.318.369.649.930,6.817.473.210.670.900,2.645.596.799.167.370,0
2006-01-02,6.873,6.908,6.852,6.862,5.385.209.649.789.160,6.814.609.253.696.600,6.819.544.224.128.060,25.192.136.941.249.400,0
2006-01-09,6.861,68.845,6.806,684,5.199.309.462.262.590,681.799.468.653.706,6.820.495.655.563.970,2.428.769.598.977.750,0
2006-01-16,6.842,68.855,683,6.861,5.363.829.173.882.360,6.823.728.728.332.110,6.822.379.578.560.990,23.061.631.242.957.200,0
2006-01-23,6.862,68.905,6.832,68.395,5.168.536.624.496.260,6.825.831.564.554.500,6.823.175.877.232.570,22.092.634.961.338.900,0
2006-01-30,68.395,6.856,6.776,6.822,5.008.684.402.845.550,682.532.068.928.057,6.823.121.185.268.270,21.404.840.417.923.200,1
2006-02-06,68.235,6.914,6.815,6.824,50.276.118.799.282.300,6.825.144.597.376.490,6.823.162.060.372.070,20.906.356.528.470.300,1
2006-02-13,6.824,687,6.817,6.855,5.323.620.159.867.520,6.829.125.317.726.290,6.824.642.894.773.370,19.877.510.684.106.000,1
2006-02-20,6.855,6.862,678,6.802,4.797.753.508.797.670,6.825.508.608.696.120,6.823.589.736.876.930,19.462.598.863.927.700,1
2006-02-27,68.025,6.873,6.791,6.868,54.062.878.558.379.000,6.831.174.127.536.630,6.825.655.330.510.560,18.751.557.608.179.400,1
2006-03-06,6.868,6.907,6.838,68.985,5.658.999.136.851.400,6.840.150.910.531.750,6.829.043.454.672.860,1.804.961.813.115.370,1
2006-03-13,68.985,6.948,6.874,69.375,5.964.693.106.823.090,685.313.078.912.752,6.834.087.945.153.190,17.428.044.054.681.400,0
2006-03-20,6.938,6.948,6.891,69.065,56.255.788.957.888.200,6.860.246.683.910.510,6.837.455.947.704.210,16.845.329.174.189.700,1
2006-03-27,69.055,6.982,6.868,6.972,6.126.659.766.045.940,6.875.147.126.055.780,6.843.713.810.601.690,16.663.075.334.399.200,0
2006-04-03,6.972,702,693,6.944,58.197.619.013.657.300,6.884.327.509.248.340,6.848.378.284.527.190,16.461.019.749.923.900,0
2006-04-10,6.945,69.685,6.884,6.909,54.521.158.742.001.200,6.887.617.174.681.890,6.851.197.899.200.340,16.236.267.134.639.400,0
2006-04-17,6.908,6.941,6.889,6.923,5.572.596.830.630.060,6.892.334.884.724.310,6.854.537.531.795.680,15.582.559.225.273.000,0
2006-04-24,6.924,69.805,6.907,6.915,5.483.206.559.021.050,6.895.356.900.094.400,6.857.349.739.619.130,1.524.547.823.277.910,0
2006-05-01,69.145,6.921,6.834,6.839,47.102.044.476.939.400,6.887.842.646.748.480,6.856.496.263.357.780,15.222.487.265.637.000,1
2006-05-08,6.838,68.735,6.791,6.826,4.590.979.839.853.560,6.879.596.960.515.350,6.855.077.832.503.930,15.025.382.731.216.600,1
2006-05-15,6.827,6.827,6.748,6.798,43.363.829.273.236.600,6.868.717.365.779.970,6.852.423.049.596.770,14.839.684.075.176.500,1
2006-05-22,67.955,6.864,6.782,6.853,4.931.026.965.990.240,6.866.621.717.009.300,6.852.449.884.499.240,1.452.379.813.282.660,1
2006-05-29,6.854,6.877,68.255,68.605,500.799.693.082.273,6.865.805.488.074.730,6.852.824.308.476.020,1.400.783.628.697.810,1
2006-06-05,6.861,6.909,68.495,6.857,49.700.693.432.556.300,6.864.631.422.998.100,6.853.018.526.686.440,13.633.720.400.514.300,1
2006-06-12,6.858,6.862,6.806,6.822,4.595.279.525.748.540,6.858.947.233.265.020,6.851.575.804.514.980,13.311.172.574.258.100,1
2006-06-19,6.822,6.891,0.68,6.873,516.717.094.918.995,6.860.820.935.496.350,6.852.572.278.723.580,1.321.438.601.276.900,0
2006-06-26,6.872,6.945,6.871,692,5.626.459.733.730.810,6.868.711.477.430.170,6.855.708.451.806.210,12.950.992.731.780.500,0
2006-07-03,692,6.959,6.903,6.923,5.654.845.310.907.250,687.594.994.710.615,6.858.838.291.257.080,12.598.494.729.276.900,0
2006-07-10,6.923,69.325,6.857,6.873,50.648.304.572.794.800,687.555.662.082.533,6.859.496.975.384.660,1.256.835.159.464.770,0
2006-07-17,6.873,68.905,6.816,6.831,46.280.122.931.887.500,686.961.573.804.862,6.858.171.534.669.090,12.521.379.913.317.200,0
2006-07-24,6.831,6.862,6.809,6.851,4.855.543.346.838.420,6.867.133.639.642.130,6.857.837.974.917.040,12.145.631.507.833.100,0
2006-07-31,6.852,6.853,6.741,6.753,3.968.553.463.289.760,6.851.915.821.023.180,6.852.961.790.037.180,12.626.413.435.109.700,0
2006-08-07,6.753,67.675,6.719,6.729,37.861.438.226.657.000,6.835.527.044.886.760,6.847.196.125.384.290,12.281.173.269.800.700,1
2006-08-14,6.727,6.822,6.724,6.818,4.749.861.379.519.000,6.833.190.105.568.520,6.845.838.166.064.090,12.281.777.166.768.200,0
2006-08-21,6.818,6.828,6.745,6.759,4.276.371.511.742.160,6.823.298.091.492.720,6.841.799.181.595.990,1.238.119.583.834.600,0
2006-08-28,6.759,6.768,672,6.737,41.117.772.513.870.400,6.811.791.679.293.690,6.836.924.801.056.640,1.204.328.478.898.990,1
2006-09-04,67.365,68.065,67.365,679,4.646.372.708.971.350,6.808.886.122.054.530,6.834.742.252.170.280,1.183.213.680.943.110,0
2006-09-11,6.789,682,6.714,67.295,41.798.566.389.123.100,6.798.301.305.780.590,6.829.847.263.697.250,1.221.087.022.139.710,1
2006-09-18,6.729,6.763,6.702,6.726,4.153.872.812.129.320,6.788.661.131.676.510,6.825.017.158.409.000,1.199.237.144.783.140,0
2006-09-25,6.726,6.791,6.683,6.773,4.636.084.925.637.140,6.786.572.980.786.310,6.822.597.755.692.310,12.197.475.002.167.000,0
2006-10-02,6.774,6.782,6.713,6.732,4.302.674.603.139.790,6.779.296.583.348.130,6.818.383.906.590.340,12.127.318.101.878.100,0
2006-10-09,67.315,6.767,6.727,67.385,437.178.014.802.396,677.385.703.890.172,6.814.668.376.051.250,11.674.221.382.503.100,0
2006-10-16,6.739,67.445,6.688,6.697,4.035.244.446.623.440,6.763.609.433.714.820,6.809.195.428.327.940,115.101.391.904.474,1
2006-10-23,66.985,6.722,6.693,6.711,4.197.519.274.936.090,6.756.594.842.552.840,6.804.628.199.103.380,10.974.351.576.937.000,1
2006-10-30,671,6.711,667,6.686,3.988.829.743.444.530,6.747.182.196.879.130,6.799.110.608.447.410,10.666.588.549.920.000,1
2006-11-06,6.686,6.754,6.681,6.719,4.385.626.301.175.430,6.743.424.570.628.580,6.795.384.533.635.900,10.632.093.887.078.700,1
2006-11-13,672,6.794,6.718,6.767,4.911.751.564.053.210,6.746.567.961.211.430,6.794.064.322.769.120,10.604.841.824.343.600,0
2006-11-20,6.767,6.786,6.741,6.782,5.067.314.444.388.720,6.751.292.233.049.910,6.793.503.191.477.530,10.299.517.000.140.400,0
2006-11-27,6.781,6.782,6.705,6.736,4.602.594.182.529.300,6.749.253.268.643.250,6.790.828.624.432.060,10.445.656.767.839.900,0
2006-12-04,67.405,689,6.677,6.748,4.738.162.827.745.090,6.749.086.166.157.490,6.788.836.595.388.710,11.936.925.987.024.800,0
2006-12-11,6.748,6.773,6.694,6.698,425.823.369.135.575,6.742.274.677.336.490,6.784.611.637.463.660,120.095.006.535.615,0
2006-12-18,6.698,6.728,6.691,6.702,43.079.059.460.125.500,6.736.904.720.358.290,6.780.769.235.721.160,11.539.362.023.151.000,0
2006-12-25,66.995,6.742,6.637,6.734,47.027.228.398.642.700,6.736.517.424.310.520,6.778.593.922.431.800,1.177.795.468.230.570,0
2007-01-01,6.735,67.605,6.722,67.395,47.698.708.989.008.200,6.736.915.101.069.110,6.776.775.600.458.230,1.133.578.909.836.890,0
2007-01-08,674,67.415,659,6.594,3.504.341.633.317.890,6.717.859.754.259.900,6.768.274.409.739.240,12.399.455.762.489.100,1
2007-01-15,6.592,6.605,6.545,6.565,33.155.261.051.279.200,6.697.478.453.691.910,6.758.819.786.030.440,12.217.453.453.074.700,1
2007-01-22,6.565,6.624,6.534,6.586,35.850.698.045.323.900,6.682.614.659.866.320,6.750.781.656.447.630,12.284.700.934.370.100,1
2007-01-29,6.587,6.642,6.576,6.591,3.650.717.875.786.150,6.670.399.371.884.140,6.743.349.951.496.580,1.211.382.973.100.650,1
2007-02-05,6.592,6.681,6.552,6.664,45.307.444.581.095.600,6.669.546.122.299.590,6.739.659.256.078.130,12.508.031.135.759.600,1
2007-02-12,6.663,6.744,6.646,6.732,5.198.366.828.137.130,6.677.873.305.992.980,6.739.303.011.609.380,12.537.091.008.330.500,1
2007-02-19,6.732,6.755,6.685,6.709,4.977.067.643.109.560,6.682.023.531.860.580,6.737.893.569.208.940,1.242.676.209.659.780,1
2007-02-26,6.708,688,6.698,6.812,58.326.583.691.545.000,6.699.353.727.612.500,6.741.340.379.943.410,13.273.057.102.791.000,0
2007-03-05,6.816,6.839,6.771,6.772,54.447.791.959.293.800,6.709.039.897.264.170,6.742.766.408.783.250,13.115.020.302.028.900,1
2007-03-12,6.772,68.665,6.732,68.595,60.617.516.399.521.500,6.729.101.244.295.610,6.748.195.878.142.170,13.423.447.432.751.400,0
2007-03-19,6.858,686,6.767,6.771,5.282.440.554.925.720,6.734.687.745.056.200,6.749.256.534.972.770,13.608.622.799.380.400,1
2007-03-26,677,6.844,6.752,6.785,53.835.496.748.494.500,6.741.396.045.715.370,6.750.919.021.718.220,13.579.027.315.189.600,1
2007-04-02,6.786,6.818,6.698,6.804,5.523.765.185.573.590,6.749.743.239.619.990,6.753.387.904.429.000,13.833.649.369.449.600,1
2007-04-09,68.045,6.831,6.776,6.824,56.727.562.851.591.400,6.759.644.141.003.990,6.756.672.187.943.930,13.383.582.670.685.000,1
2007-04-16,68.265,6.847,675,6.784,5.293.278.066.992.340,6.762.891.588.870.120,67.579.432.489.698,13.522.199.143.802.700,1
2007-04-23,6.782,6.841,6.772,6.832,5.667.791.981.822.590,6.772.106.043.687.440,6.761.387.749.017.710,13.189.505.132.258.400,0
2007-04-30,6.834,6.876,6.798,6.819,5.539.237.795.296.580,6.778.358.571.195.780,6.764.067.388.598.280,13.087.791.337.509.200,0
2007-05-07,6.818,6.834,678,6.827,5.605.296.974.444.380,6.784.844.095.036.340,6.766.994.486.803.010,12.703.691.630.879.300,0
2007-05-14,6.827,68.565,6.817,6.844,5.749.350.218.305.540,67.927.315.490.315,6.770.576.138.579.620,1.217.923.244.481.260,0
2007-05-21,6.845,68.495,6.755,6.777,5.047.165.150.142.610,6.790.634.009.160.630,6.770.874.922.831.730,12.417.111.122.492.800,0
2007-05-28,6.779,68.103,6.767,678,50.761.631.215.936.000,6.789.216.141.272.540,6.771.299.345.025.600,11.981.246.386.459.500,0
2007-06-04,6.778,68.062,6.766,6.789,5.167.571.322.677.800,678.918.732.243.621,6.772.122.631.303.480,1.153.364.746.020.390,0
2007-06-11,679,6.794,6.728,677,4.958.299.833.080.180,6.786.629.012.778.040,6.772.023.904.266.110,11.436.222.028.858.600,1
2007-06-18,67.703,67.745,6.699,6.732,4.560.511.686.131.430,6.779.345.144.407.640,6.770.162.327.323.500,11.480.369.883.285.000,0
2007-06-25,6.733,6.747,6.707,67.413,4.673.146.803.565.570,6.774.272.458.486.620,6.768.819.893.494.500,11.069.463.612.418.600,0
2007-07-02,674,678,6.731,6.774,5.060.451.290.244.170,6.774.236.130.688.400,6.769.060.828.680.800,1.074.585.047.508.510,0
2007-07-09,6.772,6.796,675,6.771,5.024.358.487.828.340,6.773.804.646.596.610,6.769.151.022.695.650,10.467.973.548.293.600,0
2007-07-16,6.772,6.777,6.712,673,4.547.040.836.371.160,6.767.964.027.050.400,6.767.330.044.895.850,104.693.529.573.493,1
2007-07-23,673,6.741,6.678,6.735,46.142.370.713.344.600,6.763.568.823.443.680,6.765.826.321.877.440,10.382.476.299.061.300,1
2007-07-30,6.736,6.776,6.719,6.771,50.839.634.774.991.000,6.764.559.646.984.520,676.606.695.806.919,10.190.916.222.169.200,0
2007-08-06,677,68.162,6.729,6.767,5.031.454.511.399.490,6.764.885.027.386.580,6.766.110.355.368.290,10.389.020.441.892.400,1
2007-08-13,6.766,68.125,6.745,6.813,55.949.200.546.613.900,6.771.300.357.068.370,6.768.291.269.072.090,1.028.949.400.614.070,1
2007-08-20,68.126,6.824,6.758,6.784,5.194.935.601.696.670,6.772.993.642.792.590,6.769.021.907.719.900,10.290.285.910.439.200,1
2007-08-27,6.784,6.807,675,6.758,48.595.060.033.660.300,6.770.994.490.420.240,6.768.509.260.849.210,10.194.487.961.500.200,1
2007-09-03,6.758,6.798,6.737,679,52.647.576.075.050.000,6.773.528.558.364.210,6.769.508.830.112.040,10.063.397.279.293.500,1
